2012-07-24 02:00:01.128955  29.36015684785 -87.60884940410
2012-07-24 02:15:01.131838  29.36149774275 -87.60904823499
2012-07-24 02:30:01.134721  29.36288707858 -87.60910288331
2012-07-24 02:45:01.137595  29.36429935881 -87.60903703755
2012-07-24 03:00:01.140478  29.36572141433 -87.60888161953
2012-07-24 03:15:01.143362  29.36715346376 -87.60866692765
2012-07-24 03:30:01.146235  29.36860276319 -87.60841568731
2012-07-24 03:45:01.149118  29.37007543890 -87.60813779071
2012-07-24 04:00:01.152002  29.37157143256 -87.60782841696
2012-07-24 04:15:01.154875  29.37308348986 -87.60747054593
2012-07-24 04:30:01.157758  29.37459823542 -87.60704107013
2012-07-24 04:45:01.160642  29.37609760731 -87.60651843525
2012-07-24 05:00:01.163515  29.37756060665 -87.60588923385
2012-07-24 05:15:01.166398  29.37896635316 -87.60515153252
2012-07-24 05:30:01.169282  29.38029851535 -87.60431413859
2012-07-24 05:45:01.172155  29.38154886310 -87.60339242632
2012-07-24 06:00:01.175038  29.38271715330 -87.60240229199
2012-07-24 06:15:01.177922  29.38380788122 -87.60135470729
2012-07-24 06:30:01.180795  29.38482784893 -87.60025316486
2012-07-24 06:45:01.183678  29.38578730784 -87.59909449818
2012-07-24 07:00:01.186562  29.38670296385 -87.59787226706
2012-07-24 07:15:01.189435  29.38759777889 -87.59658131154
2012-07-24 07:30:01.192319  29.38849381733 -87.59522100678
2012-07-24 07:45:01.195202  29.38940030644 -87.59379476649
2012-07-24 08:00:01.198075  29.39030439515 -87.59230623447
2012-07-24 08:15:01.200959  29.39117118452 -87.59075596374
2012-07-24 08:30:01.203842  29.39195367533 -87.58914168373
2012-07-24 08:45:01.206715  29.39260834940 -87.58746142611
2012-07-24 09:00:01.209599  29.39311019570 -87.58571623475
2012-07-24 09:15:01.212482  29.39346052627 -87.58391010504
2012-07-24 09:30:01.215355  29.39368292071 -87.58204814171
2012-07-24 09:45:01.218239  29.39380905313 -87.58013598391
2012-07-24 10:00:01.221122  29.39386341732 -87.57818144195
2012-07-24 10:15:01.223995  29.39385653738 -87.57619582050
2012-07-24 10:30:01.226879  29.39378857521 -87.57419158121
2012-07-24 10:45:01.229752  29.39365729795 -87.57217599040
2012-07-24 11:00:01.232635  29.39346339465 -87.57014486046
2012-07-24 11:15:01.235519  29.39321042273 -87.56808169575
2012-07-24 11:30:01.238392  29.39290112980 -87.56596392867
2012-07-24 11:45:01.241276  29.39253339951 -87.56377243096
2012-07-24 12:00:01.244159  29.39209769032 -87.56149837410
2012-07-24 12:15:01.247032  29.39157632859 -87.55914480982
2012-07-24 12:30:01.249916  29.39094475305 -87.55672471309
2012-07-24 12:45:01.252799  29.39017528513 -87.55425859771
2012-07-24 13:00:01.255672  29.38924359038 -87.55177230855
2012-07-24 13:15:01.258556  29.38813615747 -87.54929363814
2012-07-24 13:30:01.261439  29.38685530738 -87.54684793710
2012-07-24 13:45:01.264312  29.38541832253 -87.54445487468
2012-07-24 14:00:01.267196  29.38385020404 -87.54212765128
2012-07-24 14:15:01.270079  29.38217395399 -87.53987432453
2012-07-24 14:30:01.272952  29.38040483383 -87.53770080802
2012-07-24 14:45:01.275836  29.37855245069 -87.53561454237
2012-07-24 15:00:01.278719  29.37662806210 -87.53362621838
2012-07-24 15:15:01.281592  29.37465020468 -87.53174771424
2012-07-24 15:30:01.284476  29.37264381393 -87.52998803925
2012-07-24 15:45:01.287359  29.37063328967 -87.52835066811
2012-07-24 16:00:01.290233  29.36863282498 -87.52683353481
2012-07-24 16:15:01.293116  29.36663838622 -87.52543052730
2012-07-24 16:30:01.295999  29.36462607717 -87.52413228804
2012-07-24 16:45:01.298873  29.36255902917 -87.52292537545
2012-07-24 17:00:01.301756  29.36040068836 -87.52179153295
2012-07-24 17:15:01.304639  29.35812965506 -87.52071019976
2012-07-24 17:30:01.307513  29.35574993098 -87.51966529314
2012-07-24 17:45:01.310396  29.35329081756 -87.51865276445
2012-07-24 18:00:01.313279  29.35079597446 -87.51768344601
2012-07-24 18:15:01.316153  29.34830796170 -87.51677883418
2012-07-24 18:30:01.319036  29.34585629338 -87.51596160625
2012-07-24 18:45:01.321920  29.34345342892 -87.51524492693
2012-07-24 19:00:01.324793  29.34109843523 -87.51462608505
2012-07-24 19:15:01.327676  29.33878447393 -87.51408817941
2012-07-24 19:30:01.330560  29.33650552096 -87.51360830444
2012-07-24 19:45:01.333433  29.33426022560 -87.51316757204
2012-07-24 20:00:01.336316  29.33205322682 -87.51275827652
2012-07-24 20:15:01.339200  29.32989424866 -87.51238486534
2012-07-24 20:30:01.342073  29.32779516447 -87.51205860200
2012-07-24 20:45:01.344956  29.32576659259 -87.51178948158
2012-07-24 21:00:01.347840  29.32381593137 -87.51158003245
2012-07-24 21:15:01.350713  29.32194745379 -87.51142389260
2012-07-24 21:30:01.353596  29.32016380714 -87.51130826315
2012-07-24 21:45:01.356480  29.31846756079 -87.51121683719
2012-07-24 22:00:01.359353  29.31686098232 -87.51113232835
2012-07-24 22:15:01.362236  29.31534258485 -87.51104001446
2012-07-24 22:30:01.365120  29.31390158142 -87.51093105852
2012-07-24 22:45:01.367993  29.31251460969 -87.51080319847
2012-07-24 23:00:01.370877  29.31114978395 -87.51065999303
2012-07-24 23:15:01.373760  29.30977848355 -87.51051141906
2012-07-24 23:30:01.376633  29.30838832991 -87.51037498806
2012-07-24 23:45:01.379517  29.30698944502 -87.51027455652
2012-07-25 00:00:01.382400  29.30561143511 -87.51023717134
2012-07-25 00:15:01.385273  29.30429422101 -87.51029016326
2012-07-25 00:30:01.388157  29.30307699467 -87.51045795286
2012-07-25 00:45:01.391040  29.30198828388 -87.51075642460
2012-07-25 01:00:01.393913  29.30104048503 -87.51118630846
2012-07-25 01:15:01.396797  29.30023234294 -87.51172992297
2012-07-25 01:30:01.399680  29.29955837646 -87.51235313273
2012-07-25 01:45:01.402553  29.29901858516 -87.51301122535
2012-07-25 02:00:01.405437  29.29862084847 -87.51365734051
2012-07-25 02:15:01.408320  29.29837362944 -87.51425159877
2012-07-25 02:30:01.411193  29.29827518146 -87.51476727056
2012-07-25 02:45:01.414077  29.29830947325 -87.51519103833
2012-07-25 03:00:01.416960  29.29845297155 -87.51551817397
2012-07-25 03:15:01.419834  29.29868616724 -87.51574681464
2012-07-25 03:30:01.422717  29.29899984495 -87.51587536913
